ABS,24hQC,24hQCOA,24hQCCALB,24hOACALB,24hS1,24hS2
2791.77604,-0.019318,0.007606,-0.005828,-0.01126,-0.009536,-0.013128
2793.639709,-0.019437,0.008325,-0.005541,-0.011025,-0.009323,-0.012932
2795.503378,-0.019164,0.009244,-0.004437,-0.009994,-0.008099,-0.011845
2797.367047,-0.019312,0.009594,-0.003736,-0.00952,-0.007492,-0.011313
2799.230716,-0.01945,0.010491,-0.002957,-0.008875,-0.006711,-0.010763
2801.094385,-0.019121,0.011769,-0.002109,-0.008022,-0.005756,-0.010199
2802.958054,-0.019085,0.012421,-0.001079,-0.007122,-0.00513,-0.009389
2804.821723,-0.019062,0.013028,-0.000319,-0.006438,-0.004383,-0.008804
2806.685391,-0.019143,0.013932,0.000755,-0.00541,-0.003203,-0.007999
2808.54906,-0.019335,0.014912,0.001689,-0.004686,-0.002573,-0.007445
2810.412729,-0.019039,0.016408,0.002757,-0.003396,-0.001202,-0.006225
2812.276398,-0.019154,0.017653,0.003252,-0.002217,-0.000313,-0.00531
2814.140067,-0.019342,0.018836,0.00431,-0.00088,0.00097,-0.004117
2816.003736,-0.019524,0.020133,0.005201,-0.000023,0.002159,-0.003453
2817.867405,-0.019231,0.022161,0.006854,0.001822,0.004265,-0.001869
2819.731074,-0.019332,0.02404,0.007982,0.003665,0.006159,-0.000356
2821.594743,-0.019672,0.026219,0.008824,0.005918,0.008375,0.001612
2823.458412,-0.019693,0.028713,0.009605,0.008334,0.010603,0.00345
2825.322081,-0.019527,0.031527,0.010992,0.011074,0.013474,0.005868
2827.18575,-0.0191,0.035185,0.01276,0.014403,0.016797,0.008888
2829.049418,-0.019162,0.039178,0.014492,0.01837,0.020511,0.012128
2830.913087,-0.018948,0.044152,0.016275,0.023084,0.025077,0.015626
2832.776756,-0.018995,0.049438,0.018129,0.028547,0.03048,0.019929
2834.640425,-0.018483,0.055811,0.020899,0.034952,0.037005,0.025546
2836.504094,-0.017825,0.063939,0.0247,0.043259,0.045027,0.03253
2838.367763,-0.017943,0.07326,0.027594,0.052395,0.0539,0.039748
2840.231432,-0.018362,0.084655,0.030807,0.064078,0.065933,0.049446
2842.095101,-0.018136,0.100376,0.034844,0.079867,0.081484,0.062525
2843.95877,-0.017148,0.120762,0.039953,0.100343,0.101424,0.079312
2845.822439,-0.016966,0.142734,0.0446,0.121592,0.122446,0.09714
2847.686108,-0.017189,0.164002,0.049267,0.142324,0.142814,0.115225
2849.549777,-0.017087,0.182362,0.054369,0.160498,0.160143,0.131086
2851.413445,-0.016469,0.194249,0.060387,0.172099,0.171452,0.142535
2853.277114,-0.015955,0.194941,0.066184,0.172591,0.172322,0.144561
2855.140783,-0.016189,0.184014,0.071582,0.162619,0.163049,0.137303
2857.004452,-0.016991,0.165456,0.076206,0.14585,0.14649,0.123312
2858.868121,-0.017572,0.144413,0.080931,0.127243,0.127871,0.107585
2860.73179,-0.01833,0.124178,0.084664,0.108566,0.109416,0.091804
2862.595459,-0.018287,0.108386,0.088767,0.094209,0.095321,0.079669
2864.459128,-0.01829,0.097039,0.091776,0.083603,0.084688,0.070373
2866.322797,-0.018904,0.089419,0.093834,0.076816,0.077729,0.064333
2868.186466,-0.019008,0.085534,0.09517,0.073064,0.074003,0.061179
2870.050135,-0.018766,0.083938,0.096274,0.071546,0.072721,0.060074
2871.913804,-0.018105,0.082524,0.096311,0.070004,0.071297,0.058815
2873.777472,-0.01817,0.079339,0.09481,0.066695,0.068015,0.055897
2875.641141,-0.018681,0.07543,0.092819,0.062687,0.064078,0.052425
2877.50481,-0.018371,0.073502,0.091967,0.060719,0.062285,0.051192
2879.368479,-0.017835,0.073848,0.090466,0.06005,0.061896,0.050817
2881.232148,-0.018074,0.074896,0.088259,0.060572,0.062482,0.050959
2883.095817,-0.018118,0.077141,0.086213,0.0625,0.064298,0.052233
2884.959486,-0.017939,0.081298,0.084536,0.065894,0.067906,0.055069
2886.823155,-0.017848,0.086442,0.082146,0.069747,0.071724,0.058212
2888.686824,-0.017731,0.091806,0.080152,0.074594,0.076363,0.062156
2890.550493,-0.017584,0.097536,0.078744,0.079865,0.081843,0.066457
2892.414162,-0.017302,0.104387,0.077907,0.086149,0.088225,0.071944
2894.277831,-0.017278,0.111749,0.076056,0.092125,0.093744,0.077009
2896.1415,-0.017641,0.118801,0.074112,0.098336,0.099731,0.081881
2898.005168,-0.017897,0.126093,0.072597,0.104703,0.106317,0.086993
2899.868837,-0.017494,0.134867,0.072099,0.112208,0.114319,0.093865
2901.732506,-0.01741,0.143755,0.071152,0.119271,0.121885,0.100492
2903.596175,-0.017423,0.153017,0.070619,0.127673,0.130482,0.107915
2905.459844,-0.01749,0.163116,0.069549,0.137225,0.139352,0.115493
2907.323513,-0.017293,0.174794,0.068688,0.148499,0.149609,0.124822
2909.187182,-0.016914,0.187971,0.0678,0.160587,0.161355,0.135453
2911.050851,-0.016663,0.202166,0.06712,0.173781,0.175094,0.147242
2912.91452,-0.016266,0.21786,0.065809,0.188005,0.189424,0.159361
2914.778189,-0.016195,0.23426,0.064605,0.203189,0.204109,0.172814
2916.641858,-0.015933,0.249747,0.06355,0.217178,0.217589,0.186054
2918.505527,-0.015921,0.262122,0.061909,0.228541,0.228817,0.197294
2920.369195,-0.015391,0.26899,0.060257,0.235221,0.235514,0.204813
2922.232864,-0.014835,0.268781,0.059198,0.236698,0.23707,0.207496
2924.096533,-0.014568,0.262288,0.05794,0.230724,0.231664,0.203351
2925.960202,-0.014209,0.249941,0.056958,0.219097,0.220586,0.194225
2927.823871,-0.014692,0.232651,0.054808,0.202902,0.20436,0.180577
2929.68754,-0.015228,0.213881,0.0535,0.185584,0.186861,0.165885
