ABS,144hQC,144hQCOA
3686.337121,-0.03213,-0.045199
3688.20079,-0.017007,-0.029868
3690.064459,-0.009729,-0.022796
3691.928128,-0.019939,-0.033909
3693.791797,-0.03354,-0.047749
3695.655466,-0.039177,-0.052439
3697.519135,-0.039842,-0.052552
3699.382803,-0.038036,-0.051332
3701.246472,-0.031886,-0.045534
3703.110141,-0.031794,-0.045302
3704.97381,-0.037884,-0.051454
3706.837479,-0.036157,-0.04981
3708.701148,-0.025421,-0.039122
3710.564817,-0.012856,-0.026334
3712.428486,-0.01132,-0.024698
3714.292155,-0.024439,-0.038042
3716.155824,-0.036496,-0.050324
3718.019493,-0.03562,-0.049799
3719.883162,-0.029346,-0.043843
3721.74683,-0.023337,-0.037241
3723.610499,-0.019519,-0.033012
3725.474168,-0.019576,-0.033275
3727.337837,-0.022051,-0.035837
3729.201506,-0.028213,-0.042206
3731.065175,-0.022714,-0.03637
3732.928844,-0.004049,-0.017555
3734.792513,0.010682,-0.003686
3736.656182,0.008175,-0.006908
3738.519851,-0.011968,-0.026995
3740.38352,-0.023389,-0.037527
3742.247189,-0.019689,-0.033466
3744.110857,-0.001362,-0.014997
3745.974526,0.003918,-0.010378
3747.838195,-0.007855,-0.021943
3749.701864,-0.00242,-0.015931
3751.565533,0.002171,-0.012505
3753.429202,-0.012664,-0.027721
3755.292871,-0.028416,-0.043046
3757.15654,-0.030743,-0.045121
3759.020209,-0.027503,-0.042258
3760.883878,-0.030943,-0.045649
3762.747547,-0.039333,-0.053596
3764.611216,-0.038035,-0.052063
3766.474885,-0.033067,-0.047301
3768.338553,-0.03366,-0.048341
3770.202222,-0.032224,-0.046914
3772.065891,-0.037812,-0.052305
3773.92956,-0.046064,-0.060393
3775.793229,-0.045669,-0.05989
3777.656898,-0.040102,-0.053876
3779.520567,-0.033474,-0.047555
3781.384236,-0.035799,-0.050976
3783.247905,-0.041103,-0.056147
3785.111574,-0.040408,-0.054729
3786.975243,-0.042632,-0.056695
3788.838912,-0.047203,-0.060954
3790.70258,-0.047912,-0.061547
3792.566249,-0.04647,-0.060083
3794.429918,-0.043167,-0.056589
3796.293587,-0.033283,-0.046966
3798.157256,-0.026661,-0.041394
3800.020925,-0.024006,-0.03926
3801.884594,-0.014922,-0.030702
3803.748263,-0.023879,-0.039801
3805.611932,-0.034618,-0.049487
3807.475601,-0.031608,-0.046409
3809.33927,-0.038776,-0.053884
3811.202939,-0.046668,-0.061389
3813.066607,-0.044077,-0.058401
3814.930276,-0.031999,-0.046466
3816.793945,-0.017935,-0.032756
3818.657614,-0.020063,-0.035254
3820.521283,-0.014729,-0.029598
3822.384952,-0.013246,-0.028023
3824.248621,-0.030128,-0.045139
3826.11229,-0.035398,-0.0505
3827.975959,-0.034156,-0.049539
3829.839628,-0.036712,-0.052125
3831.703297,-0.031831,-0.046983
3833.566966,-0.027149,-0.041607
3835.430634,-0.022834,-0.036992
3837.294303,-0.014063,-0.029486
3839.157972,-0.009331,-0.025347
3841.021641,-0.017061,-0.032545
3842.88531,-0.027165,-0.042498
3844.748979,-0.034208,-0.04958
3846.612648,-0.0414,-0.056356
3848.476317,-0.040907,-0.055084
3850.339986,-0.028627,-0.042675
3852.203655,-0.007098,-0.021761
3854.067324,0.007006,-0.008359
3855.930993,-0.013702,-0.030006
3857.794662,-0.032543,-0.048612
3859.65833,-0.037459,-0.052585
3861.521999,-0.031458,-0.046298
3863.385668,-0.022675,-0.038461
3865.249337,-0.01851,-0.034617
3867.113006,-0.024328,-0.03978
3868.976675,-0.021525,-0.036948
3870.840344,-0.012425,-0.028038
3872.704013,-0.022973,-0.038419
3874.567682,-0.028802,-0.043906
3876.431351,-0.035245,-0.050192
3878.29502,-0.038281,-0.05354
3880.158689,-0.026211,-0.042588
3882.022357,-0.022575,-0.039197
3883.886026,-0.029629,-0.045391
3885.749695,-0.026166,-0.041532
3887.613364,-0.031805,-0.04701
3889.477033,-0.040242,-0.054618
3891.340702,-0.03326,-0.047274
3893.204371,-0.030802,-0.045886
3895.06804,-0.037646,-0.053405
3896.931709,-0.037473,-0.053191
3898.795378,-0.026048,-0.041456
3900.659047,-0.015146,-0.030734
3902.522716,-0.012935,-0.029141
3904.386384,-0.016452,-0.032757
3906.250053,-0.029457,-0.045176
3908.113722,-0.044181,-0.05949
3909.977391,-0.050428,-0.065417
3911.84106,-0.0492,-0.06386
3913.704729,-0.046382,-0.061261
3915.568398,-0.03993,-0.055079
3917.432067,-0.032416,-0.04782
3919.295736,-0.03316,-0.048886
3921.159405,-0.037167,-0.052977
3923.023074,-0.03922,-0.054854
3924.886743,-0.037075,-0.052324
3926.750412,-0.039218,-0.054778
3928.61408,-0.041365,-0.057276
3930.477749,-0.0373,-0.053252
3932.341418,-0.034931,-0.050588
3934.205087,-0.03946,-0.054644
3936.068756,-0.046496,-0.06205
3937.932425,-0.046769,-0.062542
3939.796094,-0.044515,-0.060225
3941.659763,-0.040533,-0.056314
3943.523432,-0.035893,-0.051757
3945.387101,-0.03929,-0.054678
3947.25077,-0.040731,-0.055836
3949.114439,-0.037795,-0.053504
3950.978107,-0.040782,-0.056666
3952.841776,-0.045356,-0.061301
3954.705445,-0.046692,-0.062961
3956.569114,-0.046106,-0.062393
3958.432783,-0.046607,-0.062622
3960.296452,-0.04656,-0.061934
3962.160121,-0.045878,-0.061497
3964.02379,-0.04677,-0.062855
3965.887459,-0.049012,-0.064937
3967.751128,-0.049365,-0.065215
3969.614797,-0.048354,-0.064229
3971.478466,-0.047863,-0.063583
3973.342134,-0.047816,-0.063603
3975.205803,-0.047307,-0.062808
3977.069472,-0.048149,-0.063559
3978.933141,-0.049471,-0.065123
3980.79681,-0.050088,-0.06555
3982.660479,-0.049878,-0.065445
3984.524148,-0.050176,-0.065993
3986.387817,-0.050512,-0.066349
3988.251486,-0.049814,-0.066271
3990.115155,-0.048158,-0.06462
3991.978824,-0.048531,-0.064123
3993.842493,-0.049178,-0.064689
3995.706161,-0.049453,-0.065522
3997.56983,-0.0502,-0.066514
3999.433499,-0.050747,-0.067179
