ABS,120hQC,120hQCOA,120hQCCALB,120hOACALB,120hS1,120hS2
2499.18002,-0.002866,-0.021439,-0.032991,-0.029297,-0.029072,-0.028455
2501.043689,-0.001345,-0.019966,-0.030708,-0.02728,-0.027102,-0.026691
2502.907358,-0.001143,-0.018837,-0.029839,-0.026757,-0.026397,-0.026165
2504.771027,-0.000967,-0.018354,-0.029639,-0.02709,-0.026624,-0.026345
2506.634696,-0.002103,-0.019581,-0.031165,-0.027876,-0.027935,-0.027334
2508.498364,-0.002737,-0.019495,-0.031665,-0.027948,-0.028085,-0.027261
2510.362033,-0.002227,-0.018827,-0.030847,-0.027255,-0.027098,-0.026942
2512.225702,-0.001355,-0.018108,-0.030698,-0.026856,-0.026611,-0.026846
2514.089371,-0.003149,-0.019889,-0.03323,-0.028665,-0.028721,-0.028289
2515.95304,-0.004004,-0.020776,-0.034159,-0.028662,-0.029388,-0.028833
2517.816709,-0.003479,-0.020551,-0.034036,-0.028297,-0.029245,-0.028329
2519.680378,-0.002158,-0.019094,-0.033062,-0.027941,-0.027861,-0.026981
2521.544047,-0.002876,-0.018872,-0.03314,-0.027935,-0.027371,-0.026934
2523.407716,-0.004773,-0.019691,-0.034553,-0.029104,-0.028841,-0.02848
2525.271385,-0.005025,-0.019781,-0.034881,-0.029667,-0.029278,-0.029032
2527.135054,-0.002948,-0.017521,-0.033075,-0.027911,-0.027671,-0.02747
2528.998723,-0.002424,-0.017095,-0.032451,-0.027139,-0.026941,-0.027293
2530.862391,-0.00249,-0.017404,-0.032645,-0.026885,-0.026602,-0.026841
2532.72606,-0.002458,-0.017187,-0.032896,-0.026814,-0.026429,-0.026049
2534.589729,-0.001203,-0.015949,-0.031978,-0.026215,-0.025525,-0.025429
2536.453398,-0.001065,-0.015729,-0.031983,-0.02615,-0.025699,-0.025512
2538.317067,-0.000341,-0.014711,-0.031275,-0.025187,-0.025331,-0.024719
2540.180736,-0.001053,-0.014893,-0.031458,-0.025043,-0.025678,-0.02505
2542.044405,-0.000968,-0.01431,-0.031171,-0.024803,-0.025106,-0.024801
2543.908074,-0.001075,-0.014515,-0.031482,-0.025417,-0.025087,-0.024839
2545.771743,-0.00103,-0.014316,-0.031841,-0.025645,-0.025023,-0.024925
2547.635412,-0.001252,-0.014453,-0.032031,-0.025359,-0.024895,-0.024531
2549.499081,-0.000761,-0.014175,-0.031286,-0.024981,-0.024697,-0.024039
2551.36275,-0.00137,-0.01428,-0.031794,-0.025262,-0.025196,-0.024718
2553.226418,-0.00132,-0.013378,-0.031849,-0.024339,-0.024561,-0.024222
2555.090087,-0.001684,-0.013686,-0.032189,-0.024485,-0.024503,-0.024351
2556.953756,-0.001404,-0.014015,-0.032316,-0.025074,-0.024871,-0.024733
2558.817425,-0.001899,-0.01441,-0.033169,-0.025784,-0.025484,-0.025232
2560.681094,-0.002265,-0.014062,-0.033425,-0.026092,-0.025433,-0.025193
2562.544763,-0.002591,-0.014534,-0.033249,-0.026626,-0.025654,-0.025446
2564.408432,-0.001628,-0.013536,-0.031819,-0.025718,-0.024785,-0.02459
2566.272101,-0.001514,-0.013298,-0.03166,-0.02542,-0.024872,-0.024436
2568.13577,-0.001233,-0.013822,-0.032162,-0.025687,-0.025467,-0.024868
2569.999439,-0.001317,-0.013861,-0.032277,-0.025595,-0.025425,-0.025003
2571.863108,-0.001203,-0.013078,-0.031925,-0.024947,-0.024761,-0.024442
2573.726777,-0.001433,-0.013104,-0.031989,-0.025113,-0.02454,-0.02421
2575.590446,-0.000894,-0.012929,-0.03138,-0.02485,-0.024282,-0.023472
2577.454114,-0.001162,-0.013168,-0.031354,-0.024997,-0.024824,-0.023727
2579.317783,-0.000538,-0.012222,-0.030163,-0.023996,-0.023942,-0.023023
2581.181452,-0.00077,-0.012139,-0.030274,-0.023717,-0.023747,-0.023078
2583.045121,-0.000884,-0.01232,-0.030679,-0.023805,-0.023874,-0.023697
2584.90879,-0.001543,-0.013028,-0.031175,-0.02468,-0.024012,-0.024579
2586.772459,-0.001112,-0.012539,-0.030714,-0.024936,-0.023664,-0.023976
2588.636128,-0.000502,-0.011948,-0.030024,-0.02441,-0.023342,-0.023189
2590.499797,-0.000018,-0.011726,-0.0299,-0.023943,-0.023448,-0.023119
2592.363466,0.000086,-0.011869,-0.030042,-0.02409,-0.02383,-0.023079
2594.227135,0.000597,-0.01089,-0.029369,-0.023168,-0.023025,-0.02226
2596.090804,-0.000079,-0.011009,-0.029852,-0.02327,-0.023048,-0.02266
2597.954473,0.000383,-0.010632,-0.029532,-0.023082,-0.022615,-0.022369
2599.818141,0.000294,-0.010966,-0.029412,-0.023154,-0.023054,-0.022264
2601.68181,-0.000226,-0.01154,-0.029894,-0.02354,-0.023529,-0.022716
2603.545479,-0.001065,-0.011909,-0.030875,-0.024619,-0.024012,-0.023634
2605.409148,-0.000448,-0.010785,-0.030266,-0.024166,-0.023498,-0.02281
2607.272817,-0.000431,-0.010791,-0.030155,-0.024023,-0.023651,-0.022444
2609.136486,-0.000675,-0.011153,-0.030837,-0.024043,-0.023653,-0.023067
2611.000155,-0.001303,-0.011613,-0.031579,-0.024327,-0.023803,-0.023607
2612.863824,-0.001366,-0.011354,-0.031073,-0.024483,-0.023929,-0.023414
